fisier,idx,sub,label,scor_propriu,scor_inainte,scor_inapoi,scor_max,best_idx
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m1-sisteme-retele\lectia1-sisteme-calcul.html,4,1,propriu,10,6,2,10,4
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m1-sisteme-retele\lectia1-sisteme-calcul.html,5,1,propriu,15,,14,15,5
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m1-sisteme-retele\lectia2-retele-internet.html,1,1,propriu,13,10,,13,1
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m1-sisteme-retele\lectia2-retele-internet.html,2,1,propriu,11,4,4,11,2
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m1-sisteme-retele\lectia2-retele-internet.html,3,1,propriu,18,8,13,18,3
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m1-sisteme-retele\lectia2-retele-internet.html,4,1,propriu,12,5,8,12,4
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m1-sisteme-retele\lectia2-retele-internet.html,5,1,propriu,19,6,10,19,5
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m1-sisteme-retele\lectia2-retele-internet.html,6,1,propriu,17,,10,17,6
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m2-societate-digitala\lectia1-identitate-siguranta.html,1,1,propriu,22,3,,22,1
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m2-societate-digitala\lectia1-identitate-siguranta.html,2,1,propriu,12,4,6,12,2
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m2-societate-digitala\lectia1-identitate-siguranta.html,3,1,propriu,13,5,3,13,3
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m2-societate-digitala\lectia1-identitate-siguranta.html,4,1,propriu,20,4,6,20,4
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m2-societate-digitala\lectia1-identitate-siguranta.html,5,1,propriu,19,,2,19,5
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m2-societate-digitala\lectia2-drepturi-gdpr.html,1,1,propriu,13,9,,13,1
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m2-societate-digitala\lectia2-drepturi-gdpr.html,2,1,propriu,20,5,8,20,2
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m2-societate-digitala\lectia2-drepturi-gdpr.html,3,1,altul,9,9,4,11,6
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m2-societate-digitala\lectia2-drepturi-gdpr.html,4,1,propriu,19,5,6,19,4
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m2-societate-digitala\lectia2-drepturi-gdpr.html,5,1,propriu,15,9,6,15,5
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m2-societate-digitala\lectia2-drepturi-gdpr.html,6,1,propriu,18,,6,18,6
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m2-societate-digitala\lectia3-comunicare-ai.html,1,1,propriu,10,8,,10,1
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m2-societate-digitala\lectia3-comunicare-ai.html,2,1,propriu,20,4,9,20,2
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m2-societate-digitala\lectia3-comunicare-ai.html,3,1,propriu,12,4,9,12,3
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m2-societate-digitala\lectia3-comunicare-ai.html,4,1,decalat_inainte,15,17,3,17,5
C:\00\Projects\LearningHub\content\liceu\pedagogic\cls9\m2-societate-digitala\lectia3-comunicare-ai.html,5,1,propriu,10,,10,10,5
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m1-procesare-text\lectia1-documente-formatare.html,1,1,propriu,20,7,,20,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m1-procesare-text\lectia1-documente-formatare.html,2,1,propriu,22,10,11,22,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m1-procesare-text\lectia1-documente-formatare.html,3,1,propriu,17,6,8,17,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m1-procesare-text\lectia1-documente-formatare.html,4,1,propriu,19,1,3,19,4
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m1-procesare-text\lectia1-documente-formatare.html,5,1,propriu,16,,2,16,5
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m1-procesare-text\lectia2-stiluri-cuprins.html,1,1,decalat_inainte,16,17,,17,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m1-procesare-text\lectia2-stiluri-cuprins.html,2,1,propriu,16,8,7,16,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m1-procesare-text\lectia2-stiluri-cuprins.html,3,1,propriu,12,4,7,12,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m1-procesare-text\lectia2-stiluri-cuprins.html,4,1,propriu,23,8,7,23,4
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m1-procesare-text\lectia2-stiluri-cuprins.html,5,1,propriu,12,,3,12,5
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m1-procesare-text\lectia3-corespondenta-aplicatie.html,1,1,propriu,15,6,,15,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m1-procesare-text\lectia3-corespondenta-aplicatie.html,2,1,propriu,14,6,10,14,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m1-procesare-text\lectia3-corespondenta-aplicatie.html,3,1,propriu,14,6,7,14,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m1-procesare-text\lectia3-corespondenta-aplicatie.html,4,1,altul,8,9,6,11,6
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m1-procesare-text\lectia3-corespondenta-aplicatie.html,5,1,propriu,7,3,3,7,5
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m1-procesare-text\lectia3-corespondenta-aplicatie.html,6,1,altul,8,,6,11,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m2-calcul-tabelar\lectia1-tabel-formule.html,1,1,propriu,10,4,,10,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m2-calcul-tabelar\lectia1-tabel-formule.html,2,1,propriu,13,4,4,13,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m2-calcul-tabelar\lectia1-tabel-formule.html,3,1,propriu,19,4,4,19,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m2-calcul-tabelar\lectia1-tabel-formule.html,4,1,propriu,10,3,2,10,4
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m2-calcul-tabelar\lectia1-tabel-formule.html,5,1,propriu,16,7,9,16,5
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m2-calcul-tabelar\lectia1-tabel-formule.html,6,1,altul,6,,2,10,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m2-calcul-tabelar\lectia2-functii-diagrame.html,1,1,decalat_inainte,11,12,,12,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m2-calcul-tabelar\lectia2-functii-diagrame.html,2,1,propriu,14,4,6,14,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m2-calcul-tabelar\lectia2-functii-diagrame.html,3,1,propriu,15,4,2,15,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m2-calcul-tabelar\lectia2-functii-diagrame.html,4,1,propriu,16,4,4,16,4
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m2-calcul-tabelar\lectia2-functii-diagrame.html,5,1,propriu,19,,9,19,5
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m2-calcul-tabelar\lectia3-aplicatie.html,1,1,propriu,15,5,,15,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m2-calcul-tabelar\lectia3-aplicatie.html,2,1,propriu,11,3,5,11,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m2-calcul-tabelar\lectia3-aplicatie.html,3,1,propriu,10,2,2,10,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m2-calcul-tabelar\lectia3-aplicatie.html,4,1,propriu,16,4,2,16,4
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m2-calcul-tabelar\lectia3-aplicatie.html,5,1,propriu,18,,4,18,5
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m3-imagini-digitale\lectia1-imagine-digitala.html,1,1,propriu,15,4,,15,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m3-imagini-digitale\lectia1-imagine-digitala.html,2,1,propriu,7,2,3,7,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m3-imagini-digitale\lectia1-imagine-digitala.html,3,1,propriu,24,2,5,24,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m3-imagini-digitale\lectia1-imagine-digitala.html,4,1,propriu,13,4,4,13,4
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m3-imagini-digitale\lectia1-imagine-digitala.html,5,1,propriu,16,,13,16,5
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m3-imagini-digitale\lectia2-editare-imagini.html,1,1,propriu,22,5,,22,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m3-imagini-digitale\lectia2-editare-imagini.html,2,1,propriu,13,9,7,13,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m3-imagini-digitale\lectia2-editare-imagini.html,3,1,propriu,13,3,2,13,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m3-imagini-digitale\lectia2-editare-imagini.html,4,1,propriu,18,6,3,18,4
C:\00\Projects\LearningHub\content\liceu\stiinte\cls10\m3-imagini-digitale\lectia2-editare-imagini.html,5,1,altul,14,,5,18,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls11\m1-prezentari-multimedia\lectia1-prezentare-eficienta.html,1,1,propriu,13,4,,13,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls11\m1-prezentari-multimedia\lectia1-prezentare-eficienta.html,2,1,propriu,13,9,8,13,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls11\m1-prezentari-multimedia\lectia1-prezentare-eficienta.html,3,1,propriu,12,6,4,12,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls11\m1-prezentari-multimedia\lectia1-prezentare-eficienta.html,4,1,propriu,15,1,2,15,4
C:\00\Projects\LearningHub\content\liceu\stiinte\cls11\m1-prezentari-multimedia\lectia1-prezentare-eficienta.html,5,1,propriu,14,5,7,14,5
C:\00\Projects\LearningHub\content\liceu\stiinte\cls11\m1-prezentari-multimedia\lectia1-prezentare-eficienta.html,6,1,propriu,13,,9,13,6
C:\00\Projects\LearningHub\content\liceu\stiinte\cls11\m1-prezentari-multimedia\lectia2-audio-video.html,1,1,propriu,14,2,,14,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls11\m1-prezentari-multimedia\lectia2-audio-video.html,2,1,propriu,13,3,5,13,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls11\m1-prezentari-multimedia\lectia2-audio-video.html,3,1,propriu,19,6,3,19,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls11\m1-prezentari-multimedia\lectia2-audio-video.html,4,1,propriu,24,8,3,24,4
C:\00\Projects\LearningHub\content\liceu\stiinte\cls11\m1-prezentari-multimedia\lectia2-audio-video.html,5,1,propriu,13,,5,13,5
C:\00\Projects\LearningHub\content\liceu\stiinte\cls11\m2-imagini-web\lectia1-imagine-digitala.html,1,1,propriu,11,5,,11,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls11\m2-imagini-web\lectia1-imagine-digitala.html,2,1,propriu,8,2,6,8,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls11\m2-imagini-web\lectia1-imagine-digitala.html,3,1,propriu,15,5,1,15,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls11\m2-imagini-web\lectia1-imagine-digitala.html,4,1,propriu,19,12,3,19,4
C:\00\Projects\LearningHub\content\liceu\stiinte\cls11\m2-imagini-web\lectia1-imagine-digitala.html,5,1,propriu,16,4,6,16,5
C:\00\Projects\LearningHub\content\liceu\stiinte\cls11\m2-imagini-web\lectia1-imagine-digitala.html,6,1,propriu,17,,12,17,6
C:\00\Projects\LearningHub\content\liceu\stiinte\cls11\m2-imagini-web\lectia2-pagini-web.html,1,1,propriu,10,4,,10,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls11\m2-imagini-web\lectia2-pagini-web.html,2,1,propriu,7,1,4,7,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls11\m2-imagini-web\lectia2-pagini-web.html,3,1,propriu,12,5,2,12,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls11\m2-imagini-web\lectia2-pagini-web.html,4,1,propriu,10,4,5,10,4
C:\00\Projects\LearningHub\content\liceu\stiinte\cls11\m2-imagini-web\lectia2-pagini-web.html,5,1,propriu,3,,0,3,5
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia1-calculator-fisiere.html,1,1,propriu,21,7,,21,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia1-calculator-fisiere.html,2,1,propriu,21,8,14,21,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia1-calculator-fisiere.html,3,1,propriu,19,5,6,19,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia1-calculator-fisiere.html,4,1,propriu,15,9,6,15,4
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia1-calculator-fisiere.html,5,1,propriu,13,5,6,13,5
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia1-calculator-fisiere.html,6,1,propriu,12,,9,12,6
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia2-procesare-text.html,1,1,propriu,12,4,,12,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia2-procesare-text.html,2,1,propriu,18,11,6,18,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia2-procesare-text.html,3,1,propriu,20,4,6,20,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia2-procesare-text.html,4,1,propriu,14,4,5,14,4
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia2-procesare-text.html,5,1,propriu,19,,8,19,5
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia3-calcul-tabelar.html,1,1,propriu,6,4,,6,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia3-calcul-tabelar.html,2,1,propriu,11,2,3,11,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia3-calcul-tabelar.html,3,1,propriu,18,5,10,18,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia3-calcul-tabelar.html,4,1,propriu,25,5,2,25,4
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia3-calcul-tabelar.html,5,1,propriu,24,,3,24,5
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia4-prezentari-internet.html,1,1,propriu,17,6,,17,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia4-prezentari-internet.html,1,2,propriu,17,9,,17,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia4-prezentari-internet.html,2,1,propriu,18,12,9,18,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia4-prezentari-internet.html,3,1,propriu,19,7,12,19,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia4-prezentari-internet.html,3,2,propriu,17,4,8,17,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia4-prezentari-internet.html,4,1,propriu,19,0,4,19,4
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia4-prezentari-internet.html,4,2,propriu,9,3,6,9,4
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia4-prezentari-internet.html,5,1,propriu,12,3,1,12,5
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia4-prezentari-internet.html,5,2,propriu,16,10,2,16,5
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia4-prezentari-internet.html,6,1,propriu,9,,4,9,6
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia5-editare-imagini.html,1,1,propriu,19,7,,19,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia5-editare-imagini.html,2,1,propriu,13,8,7,13,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia5-editare-imagini.html,3,1,propriu,17,8,13,17,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia5-editare-imagini.html,4,1,altul,8,8,7,12,6
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia5-editare-imagini.html,5,1,propriu,21,17,11,21,5
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia5-editare-imagini.html,6,1,altul,14,,10,16,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia6-proiect-integrator.html,1,1,propriu,13,7,,13,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia6-proiect-integrator.html,2,1,propriu,10,5,6,10,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia6-proiect-integrator.html,3,1,propriu,13,10,5,13,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia6-proiect-integrator.html,4,1,propriu,12,5,1,12,4
C:\00\Projects\LearningHub\content\liceu\stiinte\cls12\m1-competente-digitale\lectia6-proiect-integrator.html,5,1,propriu,19,,6,19,5
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m1-sisteme-retele\lectia1-sisteme-calcul.html,1,1,propriu,12,7,,12,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m1-sisteme-retele\lectia1-sisteme-calcul.html,2,1,propriu,16,8,11,16,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m1-sisteme-retele\lectia1-sisteme-calcul.html,3,1,propriu,25,4,3,25,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m1-sisteme-retele\lectia1-sisteme-calcul.html,4,1,propriu,14,5,6,14,4
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m1-sisteme-retele\lectia1-sisteme-calcul.html,5,1,propriu,14,4,4,14,5
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m1-sisteme-retele\lectia1-sisteme-calcul.html,6,1,propriu,22,5,8,22,6
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m1-sisteme-retele\lectia1-sisteme-calcul.html,7,1,propriu,9,1,2,9,7
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m1-sisteme-retele\lectia1-sisteme-calcul.html,8,1,propriu,20,,3,20,8
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m1-sisteme-retele\lectia2-retele-internet.html,1,1,propriu,13,3,,13,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m1-sisteme-retele\lectia2-retele-internet.html,2,1,propriu,17,6,3,17,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m1-sisteme-retele\lectia2-retele-internet.html,3,1,decalat_inainte,19,20,9,20,4
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m1-sisteme-retele\lectia2-retele-internet.html,4,1,propriu,14,7,12,14,4
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m1-sisteme-retele\lectia2-retele-internet.html,5,1,propriu,15,10,11,15,5
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m1-sisteme-retele\lectia2-retele-internet.html,6,1,propriu,23,,14,23,6
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m2-societate-digitala\lectia1-identitate-siguranta.html,1,1,propriu,13,10,,13,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m2-societate-digitala\lectia1-identitate-siguranta.html,2,1,propriu,14,4,12,14,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m2-societate-digitala\lectia1-identitate-siguranta.html,3,1,propriu,15,8,5,15,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m2-societate-digitala\lectia1-identitate-siguranta.html,4,1,propriu,16,7,11,16,4
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m2-societate-digitala\lectia1-identitate-siguranta.html,5,1,propriu,16,,4,16,5
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m2-societate-digitala\lectia2-drepturi-gdpr.html,1,1,propriu,14,7,,14,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m2-societate-digitala\lectia2-drepturi-gdpr.html,2,1,propriu,11,9,4,11,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m2-societate-digitala\lectia2-drepturi-gdpr.html,3,1,propriu,21,,8,21,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m2-societate-digitala\lectia3-comunicare-ai.html,1,1,propriu,17,9,,17,1
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m2-societate-digitala\lectia3-comunicare-ai.html,2,1,propriu,12,4,8,12,2
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m2-societate-digitala\lectia3-comunicare-ai.html,3,1,propriu,23,2,4,23,3
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m2-societate-digitala\lectia3-comunicare-ai.html,4,1,propriu,18,3,3,18,4
C:\00\Projects\LearningHub\content\liceu\stiinte\cls9\m2-societate-digitala\lectia3-comunicare-ai.html,5,1,propriu,14,,10,14,5
